    0.0000000000    0.0000000000
    0.0000000000    0.0000000000

   27.0000000000   25.0000000000
   32.0000000000   25.0000000000
   25.0000000000   15.0000000000
   15.0000000000   15.0000000000
   15.0000000000   35.0000000000
   25.0000000000   35.0000000000
   32.0000000000   25.0000000000

   20.0000000000   90.0000000000
   70.0000000000   90.0000000000
   70.0000000000  150.0000000000
   20.0000000000  150.0000000000
   20.0000000000   90.0000000000

  200.0000000000  150.0000000000
  250.0000000000  150.0000000000
  250.0000000000  100.0000000000
  200.0000000000  100.0000000000
  200.0000000000  150.0000000000

  150.0000000000   40.0000000000
  250.0000000000   40.0000000000
  250.0000000000   20.0000000000
  150.0000000000   20.0000000000
  150.0000000000   40.0000000000

