    2.0000000000   10.0000000000
   12.0000000000   10.0000000000
   12.0000000000   20.0000000000
    2.0000000000   20.0000000000
    2.0000000000   10.0000000000

  -12.0000000000   10.0000000000
  -22.0000000000   10.0000000000
  -22.0000000000   20.0000000000
  -12.0000000000   20.0000000000
  -12.0000000000   10.0000000000



    0.0000000000    0.0000000000

    0.0000000000    0.0000000000
    7.0000000000    0.0000000000
    0.0000000000  -10.0000000000
  -10.0000000000  -10.0000000000
  -10.0000000000   10.0000000000
    0.0000000000   10.0000000000
    7.0000000000    0.0000000000
