   27.0000000000   25.0000000000
   32.0000000000   25.0000000000
   25.0000000000   15.0000000000
   15.0000000000   15.0000000000
   15.0000000000   35.0000000000
   25.0000000000   35.0000000000
   32.0000000000   25.0000000000

    0.0000000000    0.0000000000
    0.0000000000    0.0000000000

  123.5857864376   73.5857864376
  120.0502525317   70.0502525317
  117.9289321881   82.0710678119
  125.0000000000   89.1421356237
  139.1421356237   75.0000000000
  132.0710678119   67.9289321881
  120.0502525317   70.0502525317

    0.0000000000    0.0000000000
    0.0000000000    0.0000000000

  151.4142135624  151.4142135624
  154.9497474683  154.9497474683
  157.0710678119  142.9289321881
  150.0000000000  135.8578643763
  135.8578643763  150.0000000000
  142.9289321881  157.0710678119
  154.9497474683  154.9497474683

    0.0000000000    0.0000000000
    0.0000000000    0.0000000000

   20.0000000000   90.0000000000
   70.0000000000   90.0000000000
   70.0000000000  150.0000000000
   20.0000000000  150.0000000000
   20.0000000000   90.0000000000

  200.0000000000  150.0000000000
  250.0000000000  150.0000000000
  250.0000000000  100.0000000000
  200.0000000000  100.0000000000
  200.0000000000  150.0000000000

  150.0000000000   40.0000000000
  250.0000000000   40.0000000000
  250.0000000000   20.0000000000
  150.0000000000   20.0000000000
  150.0000000000   40.0000000000

