  121.4644660941   71.4644660941
  114.3933982822   64.3933982822
  110.0093362388   75.0000000000
  125.0000000000   89.9906637612
  139.9906637612   75.0000000000
  125.0000000000   60.0093362388
  114.3933982822   64.3933982822

  153.5355339059  153.5355339059
  160.6066017178  160.6066017178
  164.9906637612  150.0000000000
  150.0000000000  135.0093362388
  135.0093362388  150.0000000000
  150.0000000000  164.9906637612
  160.6066017178  160.6066017178

  125.0000000000   75.0000000000

  150.0000000000  150.0000000000

   20.0000000000   90.0000000000
   70.0000000000   90.0000000000
   70.0000000000  150.0000000000
   20.0000000000  150.0000000000
   20.0000000000   90.0000000000

  200.0000000000  150.0000000000
  250.0000000000  150.0000000000
  250.0000000000  100.0000000000
  200.0000000000  100.0000000000
  200.0000000000  150.0000000000

  150.0000000000   40.0000000000
  250.0000000000   40.0000000000
  250.0000000000   20.0000000000
  150.0000000000   20.0000000000
  150.0000000000   40.0000000000

   25.0000000000   25.0000000000
  134.5000000000   25.0000000000

  139.5000000000   25.0000000000
  149.5000000000   25.0000000000
  145.1000000000   14.4000000000
  123.9000000000   14.4000000000
  123.9000000000   35.6000000000
  145.1000000000   35.6000000000
  149.5000000000   25.0000000000
