    2.0000000000   10.0000000000
   12.0000000000   10.0000000000
   12.0000000000   20.0000000000
    2.0000000000   20.0000000000
    2.0000000000   10.0000000000

  -12.0000000000   10.0000000000
  -22.0000000000   10.0000000000
  -22.0000000000   20.0000000000
  -12.0000000000   20.0000000000
  -12.0000000000   10.0000000000



    0.0000000000    0.0000000000
   14.1421356237  -14.1421356237
  -15.8578643763  -14.1421356237

  -15.8578643763  -14.1421356237
  -22.8578643763  -14.1421356237
  -15.8578643763   -4.1421356237
   -5.8578643763   -4.1421356237
   -5.8578643763  -24.1421356237
  -15.8578643763  -24.1421356237
  -22.8578643763  -14.1421356237
